,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
588,967571.7760910419,1935246.717754948,967570.7154,1935247.481,0,1.31,3.5,0,2.962,-0.444627236694945,2.51785061567591
589,967571.7707631384,1935246.7151070917,967570.7154,1935247.481,0,1.3,3.5,0,2.938,-0.4245955169965741,2.513815930235584
590,967571.7650107456,1935246.7142069046,967570.7154,1935247.481,0,1.3,3.5,0,2.919,-0.40840824118880686,2.51065621499838
591,967571.762185422,1935246.7153518589,967570.7154,1935247.481,0,1.3,3.5,0,2.916,-0.4061824063791496,2.51008397866986
592,967571.7590696658,1935246.719406069,967570.7154,1935247.481,0,1.29,3.5,0,2.919,-0.40746817643020256,2.511193015425065
593,967571.7575703784,1935246.7235012848,967570.7154,1935247.481,0,1.29,3.5,0,2.923,-0.41023410999578397,2.513074682569944
594,967571.7563613146,1935246.7285317292,967570.7154,1935247.481,0,1.28,3.5,0,2.94,-0.4243941836061981,2.515689238966935
595,967571.7551481518,1935246.7376506934,967570.7154,1935247.481,0,1.28,3.5,0,2.967,-0.44592206928355627,2.5209153009924754
596,967571.754767235,1935246.7481559445,967570.7154,1935247.481,0,1.27,3.5,0,3.011,-0.4835126118230574,2.527460921857397
597,967571.7550120549,1935246.7557725413,967570.7154,1935247.481,0,1.27,3.5,0,3.038,-0.5053276383290757,2.532483068748407
598,967571.7561010609,1935246.767857305,967570.7154,1935247.481,0,1.26,3.5,0,3.082,-0.5410438343184971,2.5408332650144434
599,967571.7574018645,1935246.7762230074,967570.7154,1935247.481,0,1.26,3.5,0,3.113,-0.5665233200796755,2.5469035990918614
600,967571.7600644447,1935246.7891261415,967570.7154,1935247.481,0,1.25,3.5,0,-3.12,-0.6067818005122451,2.5566241487067978
601,967571.7623655678,1935246.7979044334,967570.7154,1935247.481,0,1.25,3.5,0,-3.085,-0.6347572408575405,2.5634951102314347
602,967571.7665775418,1935246.8112289023,967570.7154,1935247.481,0,1.25,3.5,0,-3.031,-0.6781082157847416,2.5742949122604784
603,967571.7681543073,1935246.8156782277,967570.7154,1935247.481,0,1.25,3.5,0,-2.982,-0.7228178218143009,2.5779883220293627
604,967571.7754060286,1935246.8335516104,967570.7154,1935247.481,0,1.24,3.5,0,-2.937,-0.7532375266806772,2.5932720616640403
605,967571.7775415869,1935246.8373996043,967570.7154,1935247.481,0,1.24,3.5,0,-2.892,-0.7947503737695488,2.596812595756174
606,967571.7821972448,1935246.847771495,967570.7154,1935247.481,0,1.24,3.5,0,-2.873,-0.8045828367355992,2.6059078103251783
607,967571.7822621692,1935246.851357669,967570.7154,1935247.481,0,1.24,3.5,0,-2.849,-0.8257458315815535,2.6084239093992396
608,967571.7809046868,1935246.852297167,967570.7154,1935247.481,0,1.24,3.5,0,-2.847,-0.8271983049855625,2.6085202071993523
609,967571.7798348571,1935246.8524174336,967570.7154,1935247.481,0,1.24,3.5,0,-2.849,-0.8260222990987167,2.6081641999868124
610,967571.775332399,1935246.8515829192,967570.7154,1935247.481,0,1.23,3.5,0,-2.862,-0.8159598217170716,2.6057240663095294
611,967571.7690547432,1935246.8491792856,967570.7154,1935247.481,0,1.23,3.5,0,-2.892,-0.7900738794977121,2.6014328862366183
612,967571.7641490407,1935246.8468432692,967570.7154,1935247.481,0,1.23,3.5,0,-2.904,-0.7817925023063395,2.59773966667524
613,967571.755922145,1935246.8423032705,967570.7154,1935247.481,0,1.22,3.5,0,-2.949,-0.7429178277773684,2.591070921665881
614,967571.7469813682,1935246.8366077095,967570.7154,1935247.481,0,1.22,3.5,0,-2.979,-0.7205941145836658,2.5832346115608753
615,967571.7376605625,1935246.8298686943,967570.7154,1935247.481,0,1.21,3.5,0,-3.024,-0.6842467591402674,2.574444495760712
616,967571.731333663,1935246.8248097482,967570.7154,1935247.481,0,1.21,3.5,0,-3.044,-0.6714780071849533,2.568105988235165
617,967571.7218550981,1935246.8164816026,967570.7154,1935247.481,0,1.21,3.5,0,-3.08,-0.6450993590042232,2.5580410819857704
618,967571.7155744958,1935246.8104317582,967570.7154,1935247.481,0,1.2,3.5,0,3.14,-0.5895239705540225,2.550974527942394
619,967571.7063010614,1935246.8007185939,967570.7154,1935247.481,0,1.2,3.5,0,3.086,-0.5458827739895166,2.539965582502356
620,967571.6972833222,1935246.7902772238,967570.7154,1935247.481,0,1.2,3.5,0,3.029,-0.5009435528631344,2.528543453661982
621,967571.6914809297,1935246.7829382431,967570.7154,1935247.481,0,1.2,3.5,0,2.991,-0.4703965520561471,2.5207592558622434
622,967571.6860479872,1935246.7753915682,967570.7154,1935247.481,0,1.2,3.5,0,2.952,-0.4394580740803579,2.51301025945273
623,967571.6804690857,1935246.7674306596,967570.7154,1935247.481,0,1.2,3.5,0,2.916,-0.41158325332967083,2.5049119693798443
624,967571.6780722456,1935246.7646616758,967570.7154,1935247.481,0,1.2,3.5,0,2.894,-0.39240799208789456,2.5018689532459475
625,967571.6764718066,1935246.7636140364,967570.7154,1935247.481,0,1.2,3.5,0,2.881,-0.3807033921370015,2.500371485949766
626,967571.6752631988,1935246.7647847454,967570.7154,1935247.481,0,1.2,3.5,0,2.876,-0.3756071590929396,2.500551181782009
627,967571.6751040141,1935246.7671163601,967570.7154,1935247.481,0,1.2,3.5,0,2.883,-0.3805212452047595,2.5020339394621467
628,967571.6756588393,1935246.7725105346,967570.7154,1935247.481,0,1.19,3.5,0,2.901,-0.3952900949649114,2.5059383002440065
629,967571.677038387,1935246.7797638057,967570.7154,1935247.481,0,1.19,3.5,0,2.929,-0.4173005669760109,2.5115305442953386
630,967571.6784129377,1935246.7854151293,967570.7154,1935247.481,0,1.19,3.5,0,2.951,-0.43524920931337385,2.516056072612851
631,967571.6812526806,1935246.7948580012,967570.7154,1935247.481,0,1.18,3.5,0,2.99,-0.46617273529244807,2.5239206972122226
632,967571.6848726614,1935246.8051218637,967570.7154,1935247.481,0,1.18,3.5,0,3.034,-0.5010148806508379,2.532774874120774
633,967571.6877483627,1935246.812307429,967570.7154,1935247.481,0,1.18,3.5,0,3.078,-0.5389670663593389,2.5391635050986228
634,967571.6909874405,1935246.8196666006,967570.7154,1935247.481,0,1.18,3.5,0,3.098,-0.5521939513546411,2.545865562070238
635,967571.6965434002,1935246.8309834455,967570.7154,1935247.481,0,1.18,3.5,0,-3.133,-0.5933216607566675,2.5564738037994528
