,x,y,goal x,goal y,waypoint,current distance,obstacle distance,obstacle angle,heading,yaw,goal angle
173,967571.7145180607,1935247.4207731725,967572.4631,1935248.799,1,1.57,3.5,0,-2.525,-2.685402142362772,1.07322853953105
174,967571.7337276997,1935247.4330702974,967572.4631,1935248.799,1,1.55,3.5,0,-2.522,-2.6812000153572173,1.0803395734156673
175,967571.746568757,1935247.4410095776,967572.4631,1935248.799,1,1.54,3.5,0,-2.521,-2.676750409541528,1.0852813229443745
176,967571.7609644142,1935247.4471276565,967572.4631,1935248.799,1,1.52,3.5,0,-2.519,-2.6722779459714947,1.0917651193281188
177,967571.7810299725,1935247.4574093772,967572.4631,1935248.799,1,1.51,3.5,0,-2.517,-2.6653270573783825,1.1004481498626055
178,967571.7940805345,1935247.4636891012,967572.4631,1935248.799,1,1.49,3.5,0,-2.518,-2.6590606856747923,1.1063318541374756
179,967571.8150773842,1935247.4748857552,967572.4631,1935248.799,1,1.47,3.5,0,-2.516,-2.6516873670981584,1.1156639473507908
180,967571.8300977282,1935247.4839276627,967572.4631,1935248.799,1,1.46,3.5,0,-2.514,-2.6469190162297647,1.1221845395668932
181,967571.8527514082,1935247.4964627086,967572.4631,1935248.799,1,1.44,3.5,0,-2.511,-2.6396229083008844,1.1325955836362473
182,967571.8664671232,1935247.5050414172,967572.4631,1935248.799,1,1.42,3.5,0,-2.51,-2.6344573848472144,1.1387573567731788
183,967571.8729276985,1935247.5093702076,967572.4631,1935248.799,1,1.42,3.5,0,-2.509,-2.6325449845879967,1.1416160649887181
184,967571.896165361,1935247.5254691832,967572.4631,1935248.799,1,1.39,3.5,0,-2.508,-2.622748659462242,1.1519682991294975
185,967571.9065092158,1935247.5331093434,967572.4631,1935248.799,1,1.38,3.5,0,-2.514,-2.612743140171393,1.1565549454756672
186,967571.9215721049,1935247.5433113743,967572.4631,1935248.799,1,1.37,3.5,0,-2.512,-2.607927134047477,1.1636356302846693
187,967571.938901042,1935247.5530002925,967572.4631,1935248.799,1,1.35,3.5,0,-2.505,-2.6051493056629043,1.172568756231585
188,967571.9469279058,1935247.5586050155,967572.4631,1935248.799,1,1.34,3.5,0,-2.509,-2.5979142280043224,1.1764580853876843
189,967571.9469279058,1935247.5586050155,967572.4631,1935248.799,1,1.34,3.5,0,-2.516,-2.590304616592486,1.1764580853876843
190,967571.9614753859,1935247.5686005151,967572.4631,1935248.799,1,1.33,3.5,0,-2.512,-2.5875141291874426,1.1836761440523151
191,967571.9862175991,1935247.58602021,967572.4631,1935248.799,1,1.3,3.5,0,-2.507,-2.579970112167802,1.1962094653739965
192,967571.9922299827,1935247.591669125,967572.4631,1935248.799,1,1.3,3.5,0,-2.509,-2.5748684471125802,1.1989323620378494
193,967572.0193784642,1935247.6208436831,967572.4631,1935248.799,1,1.26,3.5,0,-2.511,-2.561633142388873,1.2106029403757002
194,967572.0296819902,1935247.6310156798,967572.4631,1935248.799,1,1.25,3.5,0,-2.508,-2.559675457457153,1.2154649927852703
195,967572.0450892008,1935247.644503216,967572.4631,1935248.799,1,1.23,3.5,0,-2.505,-2.5548264939306917,1.223407803921319
196,967572.0548447334,1935247.6526832134,967572.4631,1935248.799,1,1.22,3.5,0,-2.514,-2.5410080181757273,1.2286574307408646
197,967572.0691807602,1935247.6644602828,967572.4631,1935248.799,1,1.2,3.5,0,-2.513,-2.5335223615874427,1.236612568489065
198,967572.0786331951,1935247.6725134049,967572.4631,1935248.799,1,1.19,3.5,0,-2.511,-2.530305659646071,1.2418954308180779
